annotator,pairing,metric,original_score,human_score
navita_anno,high_behavior_high_fluency,Fluence score,2,2.0
navita_anno,low_behavior_high_fluency,Fluence score,2,2.0
navita_anno,high_behavior_high_fluency,Fluence score,2,2.0
navita_anno,high_behavior_high_fluency,Fluence score,2,2.0
navita_anno,unknown,Fluence score,2,0.0
navita_anno,unknown,Fluence score,2,2.0
navita_anno,unknown,Fluence score,2,2.0
navita_anno,high_behavior_high_fluency,Fluence score,2,2.0
navita_anno,unknown,Fluence score,2,2.0
navita_anno,low_behavior_high_fluency,Fluence score,2,2.0
navita_anno,high_behavior_high_fluency,Fluence score,2,2.0
navita_anno,unknown,Fluence score,0,0.0
navita_anno,unknown,Fluence score,0,1.0
navita_anno,unknown,Fluence score,0,0.0
navita_anno,unknown,Fluence score,0,0.0
navita_anno,unknown,Fluence score,0,0.0
navita_anno,unknown,Fluence score,0,1.0
navita_anno,unknown,Fluence score,0,1.0
navita_anno,unknown,Fluence score,0,1.0
navita_anno,unknown,Fluence score,0,0.0
navita_anno,unknown,Fluence score,0,1.0
navita_anno,unknown,Fluence score,0,1.0
navita_anno,high_behavior_low_fluency,Fluence score,0,0.0
navita_anno,unknown,Fluence score,0,1.0
navita_anno,unknown,Fluence score,0,0.0
navita_anno,unknown,Fluence score,0,0.0
navita_anno,unknown,Fluence score,0,1.0
navita_anno,unknown,Fluence score,0,0.0
navita_anno,unknown,Fluence score,0,0.0
navita_anno,unknown,Fluence score,0,0.0
navita_anno,unknown,Fluence score,0,1.0
navita_anno,unknown,Fluence score,0,1.0
navita_anno,unknown,Fluence score,0,0.0
navita_anno,low_behavior_low_fluency,Fluence score,0,0.0
navita_anno,unknown,Fluence score,0,1.0
navita_anno,unknown,Fluence score,0,0.0
